StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q_BallotBoxStuffing,Informed Consent,NHST Screener ,Age Screener ,Position ,Appointment ,Appointment _4_TEXT,Gender,Gender_5_TEXT,Minority Status,country,HARKing V._4,Optional Stopping V._4,Hide Imputation V._1,Switch Analysis V._1,Selective Cov. V. _1,Exclude Selective V._1,Underreport Res. V._1,Omit non-sig. V._1,Selective Outcome V._1,Round P-value V._1,Hide Problems V._1,Attention Check,Descriptive 1,Injunctive 1,Engaged 1,Use 1,Support 1,Descriptive 2,Injunctive 2,Engaged 2,Use 2,Support 2,Descriptive 3,Injunctive 3,Engaged 3,Use 3,Support 3,Descriptive 4,Injunctive 4,Engaged 4,Use 4 ,Support 4 ,Descriptive 5,Injunctive 5,Engaged 5,Use 5,Support 5,Descriptive 6,Injunctive 6,Engaged 6,Use 6,Support 6 ,Descriptive 7,Injunctive 7,Engaged 7,Use 7 ,Support 7,Descriptive 8,Injunctive 8,Engaged 8,Use 8,Support 8,Descriptive 9,Injunctive 9,Engaged 9,Use 9,Support 9,Descriptive 10,Injunctive 10,Engaged 10,Use 10,Support 10,Descriptive 11,Injunctive 11,Engaged 11,Use 11 ,Support 11,Q99,PPQr_1,PPQr_2,PPQr_3,PPQr_4,PPQr_5,PPQr_6,PPQr_7,PPQr_8,PPQr_9,PPQr_10,PPQr_11,PPQr_12,PPQr_13,PPQr_14,PPQr_15,PPQr_16,PPQr_17,PPQr_18,PPQr_19,Social Desirability_1,Social Desirability_2,Social Desirability_3,Social Desirability_4,Social Desirability_5,Social Desirability_6,Social Desirability_7,Social Desirability_8,Social Desirability_9,Social Desirability_10,Social Desirability_11,Social Desirability_12,Social Desirability_13,Feedback,Q104,HARKing Statement A,Optional Stopping Statement A,Hide Imputation Statement A,Switch Analysis Selectively Statement A,Selectively Include Covariates Statement A,Exclude Data Selectively Statement A,Underreport Results Statement A,Omit non-significant Statement A,Selectively Report Outcomes Statement A,Round P-Values Statement A,Hide Problems Statement A
10/24/24 17:29,10/24/24 17:30,IP Address,130.102.10.186,100,23,TRUE,10/24/24 17:30,R_4OCxX87uYbL9p8j,,,,,-27.4975,152.9989,email,EN,1,,I agree,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/17/24 16:56,10/17/24 17:30,IP Address,123.119.100.199,95,2018,FALSE,10/24/24 17:30,R_4wd8Quq9Dc0cpT5,,,,,,,email,EN,1,,I agree,Yes,Yes,Mid-career academic/researcher,Other (please describe),hospital,Female,,No,China,-4.7,5,-2.3,-0.5,5,-5,-5,5,-4.9,-4.9,-2.9,Agree,50,Strongly approve,No,,Almost always,50,Somewhat disapprove,No,,Rarely,,Somewhat disapprove,No,,Never,10,Somewhat approve,No,,Often,10,Strongly disapprove,No,,Never,1,Strongly disapprove,No,,Often,5,Somewhat disapprove,No,,Almost always,10,Somewhat disapprove,No,,Rarely,10,Somewhat disapprove,No,,Never,0,Strongly disapprove,No,,Never,10,Somewhat disapprove,No,,Never,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Report the original hypotheses and results but integrate the unexpected finding as a secondary analysis, suggesting it could be the basis for future research",Close data collection after obtaining the significant result,Report your findings without noting the imputation,Switch to a different analysis method until you find a significant result,Exclude non-significant covariates from your final paper submission,Leave the analyses as they are,"Report all results, regardless of relevance to the story you want to tell in the publication","Report only those studies that 'worked' (i.e., consistent with the motivation theory)",Report all outcomes regardless of significance,Report the p-value without rounding when submitting for publication,Mention the data quality issue
10/24/24 16:20,10/24/24 17:32,IP Address,201.141.16.166,100,4335,TRUE,10/24/24 17:32,R_7Kj5oq23cmSS9Jn,,,,,19.4354,-99.1427,email,EN,1,TRUE,I agree,Yes,Yes,Mid-career academic/researcher,Business school,,Female,,No,Mexico,-5,2.6,2.5,2.7,-2.6,2.4,-5,2.6,-2.6,5,-2.4,Agree,80,Somewhat approve,Yes,70,Often,40,Somewhat approve,No,,Often,60,Somewhat disapprove,No,,Rarely,100,Strongly approve,Yes,2,Often,1,Somewhat disapprove,No,,Rarely,30,Somewhat disapprove,No,,Rarely,80,Somewhat approve,No,,Often,70,Somewhat approve,Yes,0,Often,0,Somewhat disapprove,No,,Rarely,100,Strongly approve,Yes,10,Often,1,Strongly disapprove,No,,Never,No,Agree,Totally agree,Totally agree,Totally agree,Disagree,Totally disagree,Agree,Agree,Totally agree,Agree,Agree,Totally agree,Agree,Agree,Totally disagree,Neither agree nor disagree,Disagree,Disagree,Totally disagree,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,,End survey,"Report the original hypotheses and results but integrate the unexpected finding as a secondary analysis, suggesting it could be the basis for future research",Continue collecting data as preregistered,Disclose the imputation in your methods section,Simply report the results from your initial analysis,Report all covariates in the model regardless of significance,Rerun the analyses and report those results if they are significant,Report only those results that are relevant to the story you want to tell in the publication,"Report all studies you ran, regardless of consistency with the theory","Highlight only the relevant, significant outcomes",Round down the p-value to meet the significance threshold when submitting for publication,Mention the data quality issue
10/17/24 17:31,10/17/24 17:33,IP Address,121.74.35.129,8,136,FALSE,10/24/24 17:33,R_4n8UmDCUwCT39kQ,,,,,,,email,EN,1,,I agree,Yes,Yes,Senior academic/researcher,Other (please describe),"Independent researcher, former Professor (academic)",Female,,No,New Zealand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rewrite your introduction to suggest that this effect was hypothesized originally to improve the paper’s publishability,Continue collecting data as preregistered,Report your findings without noting the imputation,Simply report the results from your initial analysis,Exclude non-significant covariates from your final paper submission,Rerun the analyses and report those results if they are significant,Report only those results that are relevant to the story you want to tell in the publication,"Report only those studies that 'worked' (i.e., consistent with the motivation theory)","Highlight only the relevant, significant outcomes",Round down the p-value to meet the significance threshold when submitting for publication,Omit mentioning this data quality issue
10/17/24 17:35,10/17/24 17:36,IP Address,116.89.44.132,8,47,FALSE,10/24/24 17:36,R_4PTD5b81M75altV,,,,,,,email,EN,1,,I agree,Yes,Yes,Senior academic/researcher,Business school,,Male,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/17/24 17:25,10/17/24 17:40,IP Address,136.167.36.238,98,896,FALSE,10/24/24 17:40,R_6iKIJ4o9FzpX5x9,,,,,,,email,EN,1,,I agree,Yes,Yes,Senior academic/researcher,Business school,,Female,,No,United States of America,-4.5,-2.6,-4.2,-2.4,2.1,4.7,2.7,1.5,2.5,-4.6,-4.6,Agree,40,Somewhat disapprove,No,,Rarely,65,Somewhat approve,No,,Often,30,Somewhat disapprove,No,,Rarely,25,Somewhat disapprove,No,,Rarely,30,Somewhat approve,No,,Often,40,Somewhat disapprove,No,,Rarely,40,Somewhat disapprove,No,,Rarely,40,Somewhat disapprove,Yes,10,Rarely,40,Somewhat disapprove,No,,Rarely,50,Somewhat disapprove,No,,Rarely,50,Somewhat disapprove,No,,Often,Yes,Agree,Totally agree,Neither agree nor disagree,Disagree,Totally agree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Totally agree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Disagree,Totally disagree,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,,"Report the original hypotheses and results but integrate the unexpected finding as a secondary analysis, suggesting it could be the basis for future research",Continue collecting data as preregistered,Disclose the imputation in your methods section,Switch to a different analysis method until you find a significant result,Exclude non-significant covariates from your final paper submission,Rerun the analyses and report those results if they are significant,"Report all results, regardless of relevance to the story you want to tell in the publication","Report only those studies that 'worked' (i.e., consistent with the motivation theory)",Report all outcomes regardless of significance,Report the p-value without rounding when submitting for publication,Mention the data quality issue
10/17/24 17:30,10/17/24 17:40,IP Address,98.214.184.162,98,595,FALSE,10/24/24 17:40,R_1EbSWHeWIKlIYqq,,,,,,,email,EN,1,,I agree,Yes,Yes,Early-career academic/researcher,Other (please describe),public administration and policy,Male,,No,United States of America,5,5,-5,5,5,-2.5,-5,5,5,5,-5,Agree,50,Somewhat disapprove,No,,Rarely,33,Somewhat disapprove,No,,Rarely,25,Strongly disapprove,No,,Never,75,Somewhat disapprove,Yes,33,Often,25,Somewhat disapprove,No,,Rarely,65,Somewhat disapprove,No,,Rarely,45,Somewhat disapprove,No,,Rarely,50,Somewhat disapprove,No,,Never,25,Somewhat disapprove,No,,Rarely,10,Strongly disapprove,No,,Never,25,Strongly disapprove,No,,Never,Yes,Totally agree,Totally agree,Agree,Disagree,Agree,Disagree,Totally agree,Totally agree,Agree,Neither agree nor disagree,Disagree,Agree,Totally agree,Totally agree,Agree,Agree,Disagree,Agree,Totally disagree,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,,,Rewrite your introduction to suggest that this effect was hypothesized originally to improve the paper’s publishability,Close data collection after obtaining the significant result,Disclose the imputation in your methods section,Switch to a different analysis method until you find a significant result,Exclude non-significant covariates from your final paper submission,Rerun the analyses and report those results if they are significant,"Report all results, regardless of relevance to the story you want to tell in the publication","Report only those studies that 'worked' (i.e., consistent with the motivation theory)","Highlight only the relevant, significant outcomes",Round down the p-value to meet the significance threshold when submitting for publication,Mention the data quality issue
10/17/24 16:44,10/17/24 17:48,IP Address,134.219.227.23,98,3800,FALSE,10/24/24 17:48,R_8stC42gvsqmelWv,,,,,,,email,EN,1,,I agree,Yes,Yes,Graduate student,Business school,,Female,,No,United Kingdom of Great Britain and Northern Ireland,4.7,2.3,-1.8,1.8,2.6,-2.4,2.5,2.3,2.5,-2.7,-5,Agree,60,Strongly approve,Yes,60,Often,40,Somewhat approve,No,,Rarely,30,Somewhat approve,No,,Rarely,60,Somewhat approve,Yes,60,Often,30,Strongly disapprove,No,,Never,40,Somewhat approve,Yes,70,Often,50,Somewhat approve,Yes,30,Rarely,40,Somewhat disapprove,No,,Often,30,Strongly disapprove,No,,Rarely,20,Strongly disapprove,No,,Never,30,Strongly disapprove,No,,Never,No,Neither agree nor disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Totally disagree,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,,,Rewrite your introduction to suggest that this effect was hypothesized originally to improve the paper’s publishability,Close data collection after obtaining the significant result,Disclose the imputation in your methods section,Simply report the results from your initial analysis,Exclude non-significant covariates from your final paper submission,Rerun the analyses and report those results if they are significant,"Report all results, regardless of relevance to the story you want to tell in the publication","Report all studies you ran, regardless of consistency with the theory",Report all outcomes regardless of significance,Report the p-value without rounding when submitting for publication,Mention the data quality issue
10/17/24 18:02,10/17/24 18:02,IP Address,220.241.58.177,8,50,FALSE,10/24/24 18:02,R_4m3ApdVhFEJ4GmB,,,,,,,email,EN,1,,I agree,Yes,Yes,Early-career academic/researcher,Other (please describe),education,Male,,No,Hong Kong (S.A.R.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Report the original hypotheses and results but integrate the unexpected finding as a secondary analysis, suggesting it could be the basis for future research",Close data collection after obtaining the significant result,Report your findings without noting the imputation,Switch to a different analysis method until you find a significant result,Report all covariates in the model regardless of significance,Rerun the analyses and report those results if they are significant,Report only those results that are relevant to the story you want to tell in the publication,"Report only those studies that 'worked' (i.e., consistent with the motivation theory)",Report all outcomes regardless of significance,Report the p-value without rounding when submitting for publication,Omit mentioning this data quality issue
10/17/24 17:28,10/17/24 18:05,IP Address,73.146.97.74,98,2263,FALSE,10/24/24 18:05,R_1uvpUfNPlh04Azc,,,,,,,email,EN,1,,I agree,Yes,Yes,Senior academic/researcher,Business school,,Prefer not to say,,No,United States of America,-4.4,-3.5,-2.7,-2.4,-4.2,2.9,-1.9,-4.7,-2.7,3.7,-4.1,Agree,80,Somewhat disapprove,Yes,20,Rarely,90,Strongly approve,Yes,50,Often,30,Strongly disapprove,No,,Never,90,Somewhat approve,Yes,50,Almost always,50,Strongly disapprove,No,,Never,50,Strongly disapprove,No,,Never,70,Somewhat disapprove,Yes,20,Rarely,75,Somewhat disapprove,No,,Almost always,90,Strongly disapprove,No,,Almost always,20,Strongly disapprove,No,,Never,30,Strongly disapprove,No,,Never,Yes,Disagree,Totally agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Totally agree,Agree,Agree,Disagree,Totally disagree,Totally agree,Totally agree,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,"Report the original hypotheses and results but integrate the unexpected finding as a secondary analysis, suggesting it could be the basis for future research",Continue collecting data as preregistered,Disclose the imputation in your methods section,Switch to a different analysis method until you find a significant result,Report all covariates in the model regardless of significance,Rerun the analyses and report those results if they are significant,"Report all results, regardless of relevance to the story you want to tell in the publication","Report all studies you ran, regardless of consistency with the theory",Report all outcomes regardless of significance,Round down the p-value to meet the significance threshold when submitting for publication,Mention the data quality issue
10/17/24 17:33,10/17/24 18:13,IP Address,180.219.1.81,98,2406,FALSE,10/24/24 18:13,R_4LtlNhrxTsGdmAr,,,,,,,email,EN,1,,I agree,Yes,Yes,Mid-career academic/researcher,Other (please describe),Social work and social administration ,Female,,No,Hong Kong (S.A.R.),2.7,4.9,-5,0,-2.7,4.6,-2.6,5,4,-2.4,-3.9,Agree,80,Strongly approve,Yes,30,Almost always,40,Somewhat disapprove,No,,Rarely,50,Somewhat disapprove,No,,Never,50,Somewhat disapprove,No,,Rarely,60,Somewhat approve,Yes,30,Rarely,40,Strongly disapprove,No,,Never,50,Somewhat disapprove,No,,Rarely,40,Somewhat disapprove,No,,Rarely,70,Somewhat disapprove,Yes,20,Rarely,80,Somewhat approve,Yes,20,Often,40,Somewhat disapprove,No,,Never,No,Totally disagree,Totally disagree,Disagree,Totally disagree,Agree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Totally disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Totally agree,Disagree,Totally disagree,Agree,Totally disagree,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,"Report the original hypotheses and results but integrate the unexpected finding as a secondary analysis, suggesting it could be the basis for future research",Close data collection after obtaining the significant result,Disclose the imputation in your methods section,Switch to a different analysis method until you find a significant result,Exclude non-significant covariates from your final paper submission,Rerun the analyses and report those results if they are significant,Report only those results that are relevant to the story you want to tell in the publication,"Report only those studies that 'worked' (i.e., consistent with the motivation theory)","Highlight only the relevant, significant outcomes",Report the p-value without rounding when submitting for publication,Mention the data quality issue
10/24/24 18:04,10/24/24 18:22,IP Address,139.132.188.35,100,1066,TRUE,10/24/24 18:22,R_40lId1hWorATPHP,,,,,-37.8494,145.1127,email,EN,1,,I agree,Yes,Yes,Mid-career academic/researcher,Business school,,Male,,Yes,Australia,-2.6,-5,-5,-2.7,-2.5,2.8,-2.6,-0.1,-5,-5,2.7,Agree,99,Somewhat approve,Yes,50,Often,6,Strongly disapprove,No,,Rarely,5,Strongly disapprove,No,,Never,80,Somewhat approve,Yes,50,Often,50,Somewhat disapprove,No,,Rarely,80,Somewhat approve,Yes,30,Often,80,Somewhat approve,Yes,80,Rarely,50,Somewhat approve,Yes,20,Often,5,Strongly disapprove,No,,Rarely,5,Strongly disapprove,No,,Never,2,Strongly disapprove,No,,Never,Yes,Totally disagree,Agree,Totally agree,Totally agree,Totally disagree,Agree,Agree,Agree,Totally agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Totally disagree,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,,End survey,Rewrite your introduction to suggest that this effect was hypothesized originally to improve the paper’s publishability,Continue collecting data as preregistered,Disclose the imputation in your methods section,Switch to a different analysis method until you find a significant result,Report all covariates in the model regardless of significance,Leave the analyses as they are,Report only those results that are relevant to the story you want to tell in the publication,"Report all studies you ran, regardless of consistency with the theory","Highlight only the relevant, significant outcomes",Report the p-value without rounding when submitting for publication,Mention the data quality issue
10/17/24 18:21,10/17/24 18:23,IP Address,173.76.209.186,8,106,FALSE,10/24/24 18:23,R_7WST5TDil00QnxV,,,,,,,email,EN,1,,I agree,Yes,Yes,Mid-career academic/researcher,Other (please describe),School of Public Health,Female,,No,United States of America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/17/24 18:21,10/17/24 18:27,IP Address,64.32.13.218,8,336,FALSE,10/24/24 18:27,R_5DeEFCTxCslVpSD,,,,,,,email,EN,1,,I agree,Yes,Yes,Mid-career academic/researcher,Other (please describe),nursing school ,Female,,No,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/17/24 18:29,10/17/24 18:29,IP Address,1.47.24.29,3,29,FALSE,10/24/24 18:29,R_47EutxNRsz4aWrf,,,,,,,email,EN,1,,I agree,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/17/24 18:25,10/17/24 18:29,IP Address,50.106.208.191,8,245,FALSE,10/24/24 18:30,R_3dLpfAg5L365BeQ,,,,,,,email,EN,1,,I agree,Yes,Yes,Senior academic/researcher,Business school,,Male,,Yes,United States of America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Report the original hypotheses and results but integrate the unexpected finding as a secondary analysis, suggesting it could be the basis for future research",Close data collection after obtaining the significant result,Report your findings without noting the imputation,Simply report the results from your initial analysis,Exclude non-significant covariates from your final paper submission,Rerun the analyses and report those results if they are significant,Report only those results that are relevant to the story you want to tell in the publication,"Report all studies you ran, regardless of consistency with the theory","Highlight only the relevant, significant outcomes",Report the p-value without rounding when submitting for publication,Omit mentioning this data quality issue
10/24/24 18:04,10/24/24 18:30,IP Address,123.231.110.167,100,1597,TRUE,10/24/24 18:30,R_4dy1vR6CEkPxQGI,,,,,6.9318,79.8863,email,EN,1,TRUE,I agree,Yes,Yes,Senior academic/researcher,Other (please describe),Business department in school of agriculture ,Female,,Yes,Sri Lanka,-1.3,-5,5,5,-1.3,-0.4,2.5,1.3,0.6,0.2,4,Agree,90,Somewhat disapprove,Yes,100,Rarely,20,Strongly disapprove,No,,Never,10,Strongly disapprove,No,,Never,100,Somewhat approve,Yes,100,Rarely,100,Somewhat approve,Yes,100,Almost always,50,Strongly disapprove,No,,Rarely,100,Somewhat approve,Yes,100,Rarely,50,Somewhat disapprove,No,,Never,100,Somewhat approve,Yes,100,Often,30,Somewhat disapprove,No,,Never,10,Strongly disapprove,No,,Never,Yes,Totally agree,Agree,Totally agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Totally agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Totally agree,Agree,Agree,Agree,Disagree,Agree,Neither agree nor disagree,Totally disagree,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,End survey,Rewrite your introduction to suggest that this effect was hypothesized originally to improve the paper’s publishability,Continue collecting data as preregistered,Report your findings without noting the imputation,Simply report the results from your initial analysis,Exclude non-significant covariates from your final paper submission,Rerun the analyses and report those results if they are significant,Report only those results that are relevant to the story you want to tell in the publication,"Report all studies you ran, regardless of consistency with the theory","Highlight only the relevant, significant outcomes",Report the p-value without rounding when submitting for publication,Omit mentioning this data quality issue
10/24/24 18:21,10/24/24 18:39,IP Address,148.230.7.196,100,1065,TRUE,10/24/24 18:39,R_1rOQoBOA3bZhP01,,,,,19.397,-99.2746,email,EN,1,,I agree,Yes,Yes,Senior academic/researcher,Business school,,Female,,No,Mexico,2.5,2.7,-4.8,-5,-5,-2.4,-2.3,2.5,-2.4,4.9,-4.9,Agree,,Strongly disapprove,No,,Rarely,30,Somewhat disapprove,No,,Never,30,Strongly disapprove,No,,Never,,Somewhat approve,Yes,,Rarely,,Strongly disapprove,No,,Rarely,,Strongly disapprove,No,,Never,30,Strongly disapprove,No,,Never,30,Strongly approve,Yes,30,Often,30,Strongly disapprove,No,,Often,30,Strongly disapprove,No,,Rarely,,Strongly disapprove,No,,Never,Yes,Totally disagree,Totally agree,Disagree,Neither agree nor disagree,Agree,Totally agree,Totally disagree,Neither agree nor disagree,Totally agree,Totally disagree,Agree,Agree,Totally agree,Agree,Totally agree,Totally disagree,Neither agree nor disagree,Totally agree,Totally disagree,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,,,Rewrite your introduction to suggest that this effect was hypothesized originally to improve the paper’s publishability,Close data collection after obtaining the significant result,Disclose the imputation in your methods section,Simply report the results from your initial analysis,Report all covariates in the model regardless of significance,Rerun the analyses and report those results if they are significant,Report only those results that are relevant to the story you want to tell in the publication,"Report only those studies that 'worked' (i.e., consistent with the motivation theory)","Highlight only the relevant, significant outcomes",Round down the p-value to meet the significance threshold when submitting for publication,Mention the data quality issue
10/17/24 18:39,10/17/24 18:41,IP Address,45.88.190.129,8,121,FALSE,10/24/24 18:41,R_6izgZOh5IABAuaM,,,,,,,email,EN,1,,I agree,Yes,Yes,Mid-career academic/researcher,Other (please describe),Education department.,Male,,No,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/17/24 18:40,10/17/24 18:41,IP Address,183.238.159.54,8,73,FALSE,10/24/24 18:41,R_40fKEkz8uqnG98t,,,,,,,email,EN,1,,I agree,Yes,Yes,Graduate student,Business school,,Male,,Yes,Hong Kong (S.A.R.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/24/24 18:44,10/24/24 18:44,IP Address,140.137.62.61,100,37,TRUE,10/24/24 18:44,R_4qIHFOH2TaiJv5w,,,,,25.062,121.457,email,EN,1,,I agree,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/24/24 18:47,10/24/24 18:48,IP Address,112.14.64.12,100,32,TRUE,10/24/24 18:48,R_4xRSe7zElCCSz3r,,,,,28.0002,120.6547,email,EN,1,,I agree,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/24/24 18:49,10/24/24 18:50,IP Address,130.195.253.51,100,63,TRUE,10/24/24 18:50,R_4pGcMm1P1zPPkK9,,,,,-41.2971,174.7932,email,EN,0.800000012,,I agree,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/24/24 18:28,10/24/24 18:51,IP Address,137.151.175.33,100,1355,TRUE,10/24/24 18:51,R_7pcY3MGNF4jg5vb,,,,,33.884,-117.8941,email,EN,1,,I agree,Yes,Yes,Mid-career academic/researcher,Business school,,Male,,Yes,United States of America,-2.6,-2.6,-2.5,2.4,2.4,-2.3,-2.2,-2.7,2.5,2.4,2.4,Agree,0,Somewhat disapprove,No,,Rarely,1,Somewhat approve,No,,Rarely,15,Somewhat disapprove,No,,Never,5,Somewhat disapprove,No,,Rarely,0,Somewhat disapprove,No,,Rarely,50,Somewhat approve,No,,Rarely,30,Somewhat disapprove,No,,Often,3,Somewhat disapprove,No,,Rarely,50,Somewhat disapprove,No,,Rarely,0,Somewhat disapprove,No,,Rarely,10,Somewhat disapprove,No,,Rarely,No,Totally agree,Totally agree,Disagree,Neither agree nor disagree,Disagree,Totally disagree,Totally agree,Totally agree,Totally agree,Agree,Disagree,Agree,Agree,Agree,Totally agree,Neither agree nor disagree,Agree,Agree,Totally disagree,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,End survey,"Report the original hypotheses and results but integrate the unexpected finding as a secondary analysis, suggesting it could be the basis for future research",Continue collecting data as preregistered,Disclose the imputation in your methods section,Simply report the results from your initial analysis,Exclude non-significant covariates from your final paper submission,Leave the analyses as they are,"Report all results, regardless of relevance to the story you want to tell in the publication","Report all studies you ran, regardless of consistency with the theory","Highlight only the relevant, significant outcomes",Report the p-value without rounding when submitting for publication,Mention the data quality issue
10/17/24 18:51,10/17/24 18:52,IP Address,140.135.48.23,3,59,FALSE,10/24/24 18:52,R_4gMGKKDHaYaJa2p,,,,,,,email,EN,1,,I agree,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
